SERIAL_CODE,EMS_ID,STATION_NAME,LOCATION,CITY,CATEGORY,STATION_ENVIRONMENT,STATION_OWNER,DATE_ESTABLISHED,NOTES,LATITUDE,LONGITUDE,HEIGHT(m),STATUS,URL,URL2,PM25_INSTRUMENT,PM25,PM25_UNIT,NO,NO_UNIT,NO2,NO2_UNIT,NOX,NOX_UNIT,O3,O3_UNIT,PM10,PM10_UNIT,SO2,SO2_UNIT,TRS,TRS_UNIT,H2S,H2S_UNIT,WDIR_VEC,WDIR_UNIT,WSPD_SCLR,WSPD_UNIT,TEMP,TEMP_UNIT,HUMIDITY,HUMIDITY_UNIT,PRECIPITATION,PRECIPITATION_UNIT,BAR_PRESSURE,PRESSURE_UNIT,SNOWDEPTH,SNOWDEPTH_UNIT,CO,CO_UNIT,PM25_24,NO_24,NO2_24,NOX_24,O3_8,PM10_24,SO2_24,TRS_24,H2S_24,DATE,DATE_PST,URL_Station
78,E223615,Kitimat Whitesail,"",Kitimat,OPERATIONAL,"",INDUSTRY,"","",54.066909,-128.639131,94,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=78,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=80,BAM1020,5,ug/m3,0.3,ppb,0.5,ppb,"","",23.3,ppb,"","",0.2,ppb,"","","","",190.2,Deg.,4.79,m/s,9.2,Deg.C,83.5,% RH,"","","","","","","","",3.8,0.3,0.6,"",22.5,"",0.3,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=78
418,E286269,Kitimat Yacht Club,"",Kitimat,OPERATIONAL,"",INDUSTRY,"","",54,-128.692,2,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=418,,"","","","","","","","","","","","","","","","","","","",212.4,Deg.,6.86,m/s,10.2,Deg.C,"","","","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=418
86,E222778,Langdale Elementary,"",Langdale,OPERATIONAL,"",INDUSTRY,"","",49.438848,-123.479185,90,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=86,,PM25_T640,3.3,ug/m3,0.2,ppb,0,ppb,"","","","",8.4,ug/m3,0.3,ppb,0.4,ppb,"","","","","","","","","","","","","","","","","","",5.8,0.7,4.2,"","",11.9,1.7,0.7,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=86
256,E209178,Langley Central,"",Langley,METRO VANCOUVER,"",MVRD,"","",49.0956,-122.5671,88,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=256,,PM25 SHARP5030,4.4,ug/m3,0.2,ppb,2.8,ppb,"","",30,ppb,10.9,ug/m3,0.5,ppb,"","","","",180.4,Deg.,1.81,m/s,12,Deg.C,62,% RH,"","","","","","","",ppm,5.5,0.4,3.8,"",25.5,10,0.5,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=256
258,E232245,Maple Ridge Golden Ears School,"",Maple Ridge,METRO VANCOUVER,"",MVRD,"","",49.2149,-122.5821,50,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=258,,"","","",0.6,ppb,6.2,ppb,"","",27.4,ppb,"","","","","","","","",201.9,Deg.,5.72,km/h,13.8,Deg.C,"","","","","","","","",0.16,ppm,"",1,6.7,"",20.8,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=258
94,E264682,Merritt Parcel Street,"",Merritt,OPERATIONAL,"",ENV,"","",50.105,-120.7921,603,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=94,,"","","","","","","","","","","","","","","","","","","",276.5,Deg.,2.68,m/s,11.4,Deg.C,51.4,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 1PM (PDT),2025-10-17 12:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=94
474,E302130,Mission School Works Yard,"",Mission,METRO VANCOUVER,"",MVRD,"","",49.1415,-122.3111,74,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=474,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=476,PM25 SHARP5030,4.4,ug/m3,1,ppb,4.4,ppb,"","",30.9,ppb,"","","","","","","","",240.6,Deg.,3,m/s,13.8,Deg.C,52.4,% RH,"","","","","","","","",6,0.7,5.8,"",20.2,"","","","",Friday 17 October 2025 5PM (PDT),2025-10-17 16:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=474
10,E229797,Nanaimo Labieux Road,"",Nanaimo,OPERATIONAL,"",ENV,"","",49.20083,-123.99389,121,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=10,,PM25_SHARP5030i,4.5,ug/m3,0,ppb,2.6,ppb,"","",31.8,ppb,"","","","","","","","","","","","","","","","","","","","","","","","",6.1,1.1,6.3,"",29.9,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=10
530,E308566,New Westminster Sapperton Park,"",New Westminster,METRO VANCOUVER,"",MVRD,"","",49.22701,-122.8945,45,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=530,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=531,PM25 SHARP5030,4.2,ug/m3,0.6,ppb,4.2,ppb,"","",27.9,ppb,"","","","","","","","",254,Deg.,1.1,m/s,"","","","","","","","","","","","",7.4,1.9,9.3,"",23.9,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=530
252,E244516,North Burnaby Capitol Hill,"",Burnaby,METRO VANCOUVER,"",MVRD,"","",49.2879,-122.9856,200,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=252,,"","","","","","","","","","","","","",0.2,ppb,"",ppb,"","",282.5,Deg.,2.2,m/s,11,Deg.C,"","","","","","","","","","","","","","","","",0.2,0.5,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=252
246,E207723,North Delta,"",Delta,METRO VANCOUVER,"",MVRD,"","",49.1583,-122.9017,113,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=246,,PM25_SHARP5030i,4,ug/m3,2.5,ppb,10,ppb,"","",22.6,ppb,"","","","","","","","",269.5,Deg.,2.51,m/s,12.6,Deg.C,"","","","","","","","","","",5.3,2.9,7.8,"",20.1,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=246
255,E209177,North Vancouver Mahon Park,"",North Vancouver,METRO VANCOUVER,"",MVRD,"","",49.324,-123.0835,71,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=255,,PM25 SHARP5030,4.6,ug/m3,1.1,ppb,11,ppb,"","",22.8,ppb,"","",0.4,ppb,"","","","",250.3,Deg.,5.19,km/h,12.2,Deg.C,"","","","","","","","",0.14,ppm,5.2,1.2,8,"",23.8,"",0.4,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=255
243,0310179,North Vancouver Second Narrows,"",North Vancouver,METRO VANCOUVER,"",MVRD,"","",49.3015,-123.0204,4,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=243,,PM25_SHARP5030i,6.1,ug/m3,4.1,ppb,17.8,ppb,"","",16.8,ppb,"","",0.5,ppb,"","","","",270,Deg.,1.84,m/s,"","","","","","","","","","","","",10.2,7.1,11,"",19.2,"",0.4,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=243
485,E304453,Peace Valley Attachie Flat Upper Terrace,"",Fort St John,BC HYDRO,"",INDUSTRY-BCH,"","",56.231213,-121.41944,480,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=485,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=540,PM25 SHARP5030,1.2,ug/m3,"","","","","","","","",2.6,ug/m3,"","","","","","","","",7,m/s,10.5,Deg.C,39.7,% RH,"","","",mb,"","","","",1.9,"","","","",3.3,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=485
599,599,Penticton Debeck Road,"",Penticton,OPERATIONAL,"",ENV,"","",49.4914,-119.5715,397,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=599,,PM25_SHARP5030i,2.6,ug/m3,0.2,ppb,5,ppb,"","",26.7,ppb,3.6,ug/m3,"","","","","","",133.6,Deg.,0.6,m/s,8.8,Deg.C,75,% RH,"","","","","","","","",4.9,0.2,4,"",33.5,12.2,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=599
107,0770703,Pine River Gas Plant,"",Chetwynd,OPERATIONAL,"",INDUSTRY,"","",55.57463,-121.921476,1159,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=107,,"","","","","","","","","","","","","","",ppb,"","","",ppb,246.3,Deg.,4.36,m/s,4,Deg.C,60.5,% RH,"","","","","","","","","","","","","","",14.5,"",0.2,Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=107
110,E237631,Pine River Hasler,"",Chetwynd,OPERATIONAL,"",INDUSTRY,"","",55.60556,-121.973469,602,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=110,,"","","","","","","","","","","","","","",ppb,"","","",ppb,254.2,Deg.,0.38,m/s,9.1,Deg.C,48.1,% RH,"","","","","","","","","","","","","","",0.2,"",0,Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=110
501,E232244,Pitt Meadows Meadowlands School,"",Pitt Meadows,METRO VANCOUVER,"",MVRD,"","",49.2452,-122.7089,4,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=501,,PM25 SHARP5030,4.3,ug/m3,1.3,ppb,10.8,ppb,"","",22,ppb,"","",0.2,ppb,"","","","",208.4,Deg.,1.5,m/s,13.9,Deg.C,57.7,% RH,"","","","","","","","",5,2,7.7,"",21.6,"",0.2,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=501
263,E273483,Port Alberni Elementary,"",Port Alberni,OPERATIONAL,"",INDUSTRY,"","",49.261014,-124.806628,21,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=263,,BAM1020,8,ug/m3,"","","","","","","","","","","","","","","","",208.5,Deg.,2.73,m/s,14.7,Deg.C,57.5,% RH,"","","","","","","","",5.2,"","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=263
589,E327924,Port Edward Sunset Drive,"",Port Edward,OPERATIONAL,"",INDUSTRY-PRPA,"","",54.2231999,-130.29045,39,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=589,,PM25_SHARP5030i,6,ug/m3,0.1,ppb,1.2,ppb,"","","","",11.3,ug/m3,"","","","","","",148.2,Deg.,2,m/s,10.2,Deg.C,89.7,% RH,"","","","","","","","",3.4,0,1.2,"","",8.5,"","","",Friday 17 October 2025 3PM (PDT),2025-10-17 14:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=589
117,E226338,Port Mellon,"",Gibsons,OPERATIONAL,"",INDUSTRY,"","",49.5228,-123.4822,3,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=117,,"","","","","","","","","","","","","","","","","","","",323,Deg.,2.71,m/s,11.9,Deg.C,"","","","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=117
244,0310162,Port Moody Rocky Point Park,"",Port Moody,METRO VANCOUVER,"",MVRD,"","",49.2809,-122.8493,6,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=244,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=475,PM25 SHARP5030,5.3,ug/m3,3.4,ppb,14.9,ppb,"","",15.1,ppb,16.9,ug/m3,0.6,ppb,0.3,ppb,"","",247.7,Deg.,1.8,m/s,12.8,Deg.C,76.1,% RH,"","","","","","",0.17,ppm,4.9,3.1,11.2,"",19.3,10,0.5,0.4,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=244
528,E293670,Prince George Exploration Place,"",Prince George,OPERATIONAL,"",INDUSTRY,"","",53.905139,-122.734049,576,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=528,,"","","","","","","","","","","","","","","","",ppb,"","",211.9,Deg.,2.6,m/s,"","","","","","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=528
138,E224014,Prince George Glenview School,"",Prince George,OPERATIONAL,"",ENV,"","",53.996,-122.776,750,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=138,,"","","","","","","","","","","","","","","","","","","",242.6,Deg.,2.43,m/s,9.1,Deg.C,45.5,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 5PM (PDT),2025-10-17 16:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=138
139,0450322,Prince George Jail,"",Prince George,OPERATIONAL,"",INDUSTRY,"","",53.908018,-122.713337,616,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=139,,"","","","","","","","","","","","","",1.7,ppb,2.7,ppb,"","","","","","","","","","","","","","","","","","","","","","","","",2,2.8,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=139
140,0450324,Prince George Lakewood,"",Prince George,OPERATIONAL,"",INDUSTRY,"","",53.9156,-122.7958,584,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=140,,"","","","","","","","","","","","","","","",0,ppb,"","","","","","","","","","","","","","","","","","","","","","","","","",0,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=140
13,0450307,Prince George Plaza 400,"",Prince George,OPERATIONAL,"",ENV,"","",53.91472,-122.74194,588,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=13,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=144,PM25 SHARP5030,3.4,ug/m3,0.2,ppb,2,ppb,"","",32.4,ppb,7.2,ug/m3,0.3,ppb,0,ppb,"","",216.5,Deg.,3.96,m/s,10.6,Deg.C,39.8,% RH,"","","","","","","","",3.3,0.4,5.4,"",32.3,6.4,0.7,0,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=13
146,M109914,Prince George Pulp,"",Prince George,OPERATIONAL,"",ENV,"","",53.9244,-122.6861,600,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=146,,"","","","","","","","","","","","","","","","","","","",218.7,Deg.,3.4,m/s,10.8,Deg.C,41.1,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=146
546,E312331,Prince Rupert Fairview,"",Prince Rupert,OPERATIONAL,"",INDUSTRY-PRPA,"","",54.292637,-130.35242,15,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=546,,PM25_SHARP5030i,1.5,ug/m3,0,ppb,2.5,ppb,"","",28.5,ppb,7.2,ug/m3,0.1,ppb,"","","","",170.4,Deg.,2,m/s,10,Deg.C,91.9,% RH,"","","","","","","","",3.2,0,2.7,"",29.1,8.7,0,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=546
425,E288469,Prince Rupert Roosevelt Park School,"",Prince Rupert,OPERATIONAL,"",ENV,"","",54.3064,-130.3269,80,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=425,,"","","","","","","","","","","","","","","","","","","",176,Deg.,3.88,m/s,8.6,Deg.C,90.6,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=425
583,E326405,Quesnel Johnston Avenue,"",Quesnel,OPERATIONAL,"",ENV,"","",52.969061,-122.494031,505,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=583,,PM25_SHARP5030i,7.7,ug/m3,4.5,ppb,6.8,ppb,"","",11.9,ppb,23.7,ug/m3,1.2,ppb,"",ppb,"","",195.1,Deg.,0.6,m/s,8.1,Deg.C,73.2,% RH,"","","","","","","","",14.6,6.4,4.5,"",12,23,1.1,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=583
248,E207417,Richmond South,"",Richmond,METRO VANCOUVER,"",MVRD,"","",49.1414,-123.1082,4,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=248,,PM25 SHARP5030,4.7,ug/m3,0.6,ppb,1.8,ppb,"","",31,ppb,"","",0.3,ppb,"","","","",283,Deg.,3.11,m/s,13,Deg.C,"","","","","","","","",0.15,ppm,5.7,1.2,6.5,"",26.2,"",0.3,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=248
163,E207879,Robson,"",Robson,OPERATIONAL,"",INDUSTRY,"","",49.337031,-117.698275,441,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=163,,"","","","","","","","","","","","","","","",2.3,ppb,"","","","","","","","","","","","","","","","","","","","","","","","","",1.8,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=163
167,0440403,Scotties Marina,"",Castlegar,OPERATIONAL,"",INDUSTRY,"","",49.3427,-117.8297,502,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=167,,"","","","","","","","","","","","","","","",0.1,ppb,"","","","","","","","","","","","","","","","","","","","","","","","","",1.1,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=167
422,E254190,Skookumchuck Farstad Way,"",Cranbrook,OPERATIONAL,"",INDUSTRY,"","",49.905404,-115.755613,746,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=422,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=543,"","","","","","","","","","","","","","","",2.1,ppb,"","",349.4,Deg.,2.1,m/s,9.1,Deg.C,53.6,% RH,"","","","","","","","","","","","","","","",1.7,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=422
560,E315110,Smithers Muheim Memorial,"",Smithers,OPERATIONAL,"",ENV,"","",54.7784861,-127.168542,496,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=560,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=563,PM25_SHARP5030i,3.1,ug/m3,3.1,ppb,1.8,ppb,"","",25.5,ppb,"",ug/m3,"","","","","","",173.1,Deg.,2,m/s,10.6,Deg.C,52.1,% RH,"","","","","","","","",5.2,3.6,6.3,"",18.5,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=560
584,E262137,Sparwood Centennial Square,"",Sparwood,OPERATIONAL,"",INDUSTRY,"","",49.7327857,-114.88766,1138,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=584,,PM25_SHARP5030i,1.8,ug/m3,0.4,ppb,1.6,ppb,"","",34.7,ppb,5.7,ug/m3,"","","","","","","","","","","","","","","","","","","","","","",4.5,0.6,2.1,"",33.9,8.5,"","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=584
491,E304570,Squamish Elementary,"",Squamish,OPERATIONAL,"",ENV,"","",49.70516,-123.15133,6,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=491,,PM25_SHARP5030i,7.5,ug/m3,2.2,ppb,"",ppb,"","",24.7,ppb,"","",1.2,ppb,"","","","",205.5,Deg.,1.3,m/s,14,Deg.C,57.8,% RH,"","","","","","","","",6.2,2.6,"","",19.7,"",1.7,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=491
247,E206271,Surrey East,"",Surrey,METRO VANCOUVER,"",MVRD,"","",49.1333,-122.6956,85,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=247,,PM25 SHARP5030,4,ug/m3,0.4,ppb,3.7,ppb,"","",29.1,ppb,"","","","","","","","",205.3,Deg.,4.19,m/s,12.8,Deg.C,"","","","","","","","",0.13,ppm,5.3,0.9,6,"",23.1,"","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=247
582,E326011,Taylor Farm 247 Road,"",Taylor,OPERATIONAL,"",INDUSTRY,"","",56.1532,-120.61,620,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=582,,"","","",0.3,ppb,2.6,ppb,"","","","","","",5.1,ppb,0.6,ppb,"","",264.8,Deg.,6.89,m/s,11,Deg.C,34.5,% RH,"","","","","","","","","",0.4,2.7,"","","",3.7,0.4,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=582
580,E234230,Taylor South Hill,"",Taylor,OPERATIONAL,"",INDUSTRY,"","",56.105871,-120.662779,689,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=580,,"","","","","","","","","","","","","",0,ppb,0.1,ppb,"","",257.2,Deg.,8.97,m/s,10.2,Deg.C,30.6,% RH,"","","","","","","","","","","","","","",0,0.2,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=580
179,0770708,Taylor Townsite,"",Taylor,OPERATIONAL,"",INDUSTRY,"","",56.150186,-120.686985,474,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=179,,"","","",1.6,ppb,3.8,ppb,"","",30.4,ppb,"","",0.5,ppb,0.8,ppb,"","",226,Deg.,4.31,m/s,11.1,Deg.C,30.5,% RH,"","","","","","","","","",0.8,1.4,"",31.7,"",0.5,0.8,"",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=179
182,E230557,Telkwa,"",Telkwa,OPERATIONAL,"",ENV,"","",54.691479,-127.05434,,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=182,,"","","","","","","","","","","","","","","","","","","",207.3,Deg.,2.15,m/s,10.1,Deg.C,55.9,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=182
471,E300350,Terrace Skeena Middle School,"",Terrace,OPERATIONAL,"",ENV,"","",54.52167,-128.6075,81,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=471,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=473,PM25 SHARP5030,3.2,ug/m3,0,ppb,0.1,ppb,"","",25.7,ppb,"","",1.6,ppb,"","","","",171.4,Deg.,3.13,m/s,9.7,Deg.C,82.5,% RH,"","","","","","","","",4.9,0,0.2,"",22.1,"",1.2,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=471
190,0250009,Trail Butler Park,"",Trail,OPERATIONAL,"",INDUSTRY,"","",49.096218,-117.697828,422,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=190,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=189,"","","","","","","","","","","","","",2.5,ppb,"","","","",232.3,Deg.,1.11,m/s,11.5,Deg.C,39,% RH,"","","","","","","","","","","","","","",2.3,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=190
264,0260012,Trail Columbia Gardens Airport,"",Trail,OPERATIONAL,"",INDUSTRY,"","",49.046405,-117.60711,428,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=264,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=192,"","","","","","","","","","","","","",0,ppb,"","","","",337.1,Deg.,1.84,m/s,11.4,Deg.C,35.8,% RH,"","","","","","","","","","","","","","",0,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=264
273,E283549,Tsawwassen,"",Delta,METRO VANCOUVER,"",MVRD,"","",49.0099,-123.082,52,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=273,,PM25 SHARP5030,4.7,ug/m3,0.1,ppb,1.8,ppb,"","",33,ppb,"","",0.3,ppb,"","","","","","","","","","","","","","","","","","",0.11,ppm,4.8,0.6,3.9,"",28.2,"",0.4,"","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=273
440,E234293,Valemount,"",Valemount,OPERATIONAL,"",ENV,"","",52.832459,-119.269821,800,ON,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=440,https://envistaweb.env.gov.bc.ca/StationReportFast.aspx?ST_ID=209,PM25 SHARP5030,"",ug/m3,"","","","","","","","","","","","","","","","",42.3,Deg.,0.7,m/s,6.6,Deg.C,64.8,% RH,"","","","","","","","","","","","","","","","","",Friday 17 October 2025 6PM (PDT),2025-10-17 17:00,https://envistaweb.env.gov.bc.ca/StationDetails.aspx?ST_ID=440
